id	hy	en	phrase_hy	phrase_en	lesson	tags	note
v0820	Ես ուզում եմ խոսել իմ ընկերոջ՝ Իլյայի մասին։	I want to talk about my friend Ilya.			31	phrase,people	
v0821	որպես	as (to work as)			31	other,work	
v0822	բարձրահասակ	tall			31	adjective,body	pron. բարցրահասակ; spoken բոյով
v0823	Ինձ թվում ա …	It seems to me … (Мне кажется)			31	phrase,colloquial	spoken
v0824	կլոր	round			31	adjective	
v0825	գիժ	crazy, mad			32	adjective,people	
v0826	կարծել	to think, to suppose	Կարծում եմ	I think	32	verb,abstract	synonym մտածել
v0827	մտածել	to think	Մտածում եմ	I think	32	verb,abstract	
v0828	Հավես էր	It was fun			33	phrase,colloquial	
v0829	Մի րոպե մտածեմ	Let me think for a sec			33	phrase	
v0830	հիշեցնել	to remind			33	verb	spoken հիշացնել
v0831	Ամեն ինչ լավ է լինելու	Everything is going to be fine			33	phrase	
v0832	մեջք	back (body part)			33	noun,body	pron. մեչք
v0833	ցավել	to hurt	Իմ գլուխը ցավում է	My head hurts	33	verb,body	
v0834	գործընկեր	colleague			33	noun,work,from-exercise	
v0835	առաջարկել	to offer			33	verb,from-exercise	pron. առաչարկել
v0836	հաճախորդ	customer			33	noun,work,from-exercise	
v0837	համերգ	concert			33	noun,from-exercise	
v0838	վերանորոգել	to renovate			33	verb,home,from-exercise	
v0839	համաձայն	agreed, in agreement (to agree)			33	adjective,from-exercise	
v0840	Ողջ եմ	I'm alive (safe and sound)			34	phrase	
v0841	բախտավոր	lucky, fortunate	Ո՞վ է այդ բախտավորը։	Who is that lucky one?	34	adjective	
v0842	Բրյուսել	Brussels			34	noun,city	
v0843	մասնագետ	specialist	Ի՞նչ մասնագետ ա	What kind of specialist is he/she?	34	noun,work	spoken
v0844	համերգի գնալ	to go to a concert			34	phrase	
v0845	ճամփորդել	to travel			35	verb,travel	
v0846	հոգնեցուցիչ	tiring (утомляющий)			35	adjective	pron. հոքնեցուցիչ
v0847	կեղտոտ	dirty			35	adjective	
v0848	Հեսա ասեմ	I'll tell you in a second (щас скажу)			35	phrase,colloquial	spoken
v0849	գործի համար	for work			35	phrase,work	
v0850	զանգվել	to call each other, to get in touch by phone (созваниваться)	Պետք ա զանգվեմ իմ գործընկերների հետ	I have to get on a call with my colleagues	35	verb	
v0851	կապի մեջ	in touch (на связи)	Կապի մեջ, կզանգվենք	We're in touch, we'll call each other (на связи, созвонимся)	35	phrase,colloquial	
v0852	քայլ	step			35	noun	
v0853	գաղափար չունեմ	no idea, I have no idea			35	phrase	գաղափար — idea
v0854	իդեպ	by the way			35	adverb,colloquial	
v0855	Անունը գրած չի	The name is not written (имя не написано)			35	phrase,colloquial	spoken
v0856	վարսավիր	hairdresser			36	noun,work	
v0857	կտրել	to cut, to trim			36	verb	
v0858	ինքնավստահություն	self-confidence			36	noun,abstract	pron. ինք-նա-վըս-տա-հություն
v0859	տրամադրություն	mood	Կարևոր ա, որ քո տրամադրությունը բարձր ա	It's important that you are in a good mood	36	noun,feelings	spoken
v0860	հեշտ	easy			36	adjective	
v0861	երբեմն	sometimes	Երբեմն շատ սեքս անելը կարող է հոգնեցուցիչ լինել։	Sometimes having a lot of sex can be tiring	36	adverb	
v0862	երաժիշտ	musician (музыкант)			36	noun,work	
v0863	ուկրաինացի	Ukrainian (person) (украинец / украинка)			36	noun,countries	
v0864	ընթացքում	during, within	Շաբաթվա ընթացքում	During the week	36	postposition,time	
v0865	բույր	scent			36	noun,from-exercise	
v0866	երկինք	sky			36	noun,nature,from-exercise	
v0867	տերև	leaf			36	noun,nature,from-exercise	
v0868	աղմուկ	noise			36	noun,from-exercise	
v0869	բռնակ	handle			36	noun,home,from-exercise	
v0870	պահ	moment			36	noun,time,from-exercise	
v0871	պայծառ	bright			36	adjective,from-exercise	
v0872	աշխատավարձ	salary			36	noun,work,from-exercise	
v0873	փորձել	to try			37	verb	
v0874	համարյա	almost			37	adverb	
v0875	սիկտիր լինել	to fuck off	Սիկտիր եղի	Fuck off	37	verb,vulgar,colloquial	
v0876	մեկնել	to depart			37	verb,travel	
v0877	էջ	page			37	noun,school	
v0878	սկսվել	to start, to begin	Օրը սկսվում է	The day starts	37	verb	
v0879	Ի՞նչ ես անելու մեր դասից հետո։	What are you going to do after our lesson?			37	phrase,school	
v0880	դժբախտաբար	unfortunately			37	adverb	
v0881	բարեբախտաբար	fortunately			37	adverb	
v0882	Վստահ չեմ	I'm not sure			37	phrase	
v0883	ծրագիր	plan			37	noun,from-exercise	
v0884	Բարի վերադարձ	welcome back			38	phrase,greetings	
v0885	նվագել	to play music			38	verb	
v0886	էլ	also, as well, too	Նա Իլյայի ընկերն էլ է	He is Ilia's friend as well	38	other	
v0887	Մի խոսքով	in a word, in short (короче)			38	phrase,colloquial	
v0888	ամեն ինչ	everything	Դու ուզում ես իմանալ ամեն ինչ	You want to know everything	38	pronoun	
v0889	ահավոր	terribly, awfully (ужасно)	Ահավոր շոգ	Terribly hot	38	adverb,weather	
v0890	Ի՞նչ եղանակ է այսօր։	What's the weather like today?			38	phrase,weather	spoken: Ի՞նչ եղանակ ա այսօր
v0891	Կարող ես ասել «Այսօր ամսի քանի՞սն է, շաբաթվա ո՞ր օրն է ու ժամը քանի՞սն է»։	Can you say: what is the date today, what day of the week is it and what time is it?			38	phrase,time,calendar	
v0892	ձանձրալի	boring			38	adjective	
v0893	արտահայտել	to express			38	verb	
v0894	արտահայտություն	expression			38	noun,abstract	
v0895	նախագիծ	plan, project			38	noun,work	gen. նախագծի
v0896	գեղեցիկ	beautiful			38	adjective	
v0897	միակ	the only	Իմ միակ պլանը քնելն է	The only plan I have is to sleep	38	adjective	
v0898	կենտրոնանալ	to focus			38	verb	
v0899	Իմ ընկերներից երկուսը	two of my friends			38	phrase	
v0900	ֆրանսիացի	French (person)			38	noun,countries	
v0901	տեր	owner			38	noun,people	gen. տիրոջ
v0902	հորաքույր	paternal aunt			38	noun,family	gen. հորաքրոջ
v0903	մորաքույր	maternal aunt			38	noun,family	gen. մորաքրոջ
v0904	հորեղբայր	paternal uncle			38	noun,family	gen. հորեղբոր
v0905	մորեղբայր	maternal uncle			38	noun,family	gen. մորեղբոր
v0906	կնքահայր	godfather			38	noun,family	gen. կնքահոր
v0907	կնքամայր	godmother			38	noun,family	gen. կնքամոր
v0908	ամուսին	husband			38	noun,family	gen. ամուսնու
v0909	քեռի	maternal uncle			38	noun,family	gen. քեռու
v0910	հայաստանցի	person from Armenia			38	noun,countries	gen. հայաստանցու
v0911	ձի	horse			38	noun,nature	gen. ձիու
v0912	ոսկի	gold			38	noun	gen. ոսկու
v0913	պայուսակ	bag			38	noun,from-exercise	
v0914	կոշիկ	shoe			38	noun,clothes,from-exercise	
v0915	ակնոց	glasses			38	noun,from-exercise	
v0916	մեքենա	car			38	noun,transport,from-exercise	
v0917	նամակ	letter			38	noun,from-exercise	
v0918	անձնագիր	passport			38	noun,travel,from-exercise	
v0919	օծանելիք	perfume			38	noun,from-exercise	
v0920	մատանի	ring			38	noun,from-exercise	
v0921	պոչ	tail			38	noun,nature,from-exercise	
v0922	գին	price			38	noun,from-exercise	
v0923	անելիք	things to do	Ի՞նչ անելիքներ ունես այսօր։	What do you have to do today?	39	noun	
v0924	անտառ	forest			39	noun,nature	
v0925	ճիշտն ասած / անկեղծ ասած	honestly speaking, to tell the truth			39	phrase	
v0926	գերմանացի	German (person)			39	noun,countries	
v0927	Հայաստան · հայ · հայերեն · հայկական	Armenia · Armenian · Armenian (language) · Armenian (adj.)	հայկական կոնյակ	Armenian brandy	39	noun,countries,languages	
v0928	Թուրքիա · թուրք · թուրքերեն · թուրքական	Turkey · Turk · Turkish (language) · Turkish (adj.)	թուրքական թեյ	Turkish tea	39	noun,countries,languages	
v0929	Հունաստան · հույն · հունարեն · հունական	Greece · Greek · Greek (language) · Greek (adj.)	հունական պար	Greek dance	39	noun,countries,languages	
v0930	Հնդկաստան · հնդիկ · հնդկերեն · հնդկական	India · Indian · Hindi · Indian (adj.)	հնդկական փիղ	Indian elephant	39	noun,countries,languages	
v0931	Պարսկաստան / Իրան · պարսիկ / իրանցի · պարսկերեն · պարսկական / իրանական	Persia / Iran · Persian / Iranian · Persian (language) · Persian / Iranian (adj.)	պարսկական / իրանական գորգ	Persian / Iranian rug	39	noun,countries,languages	
v0932	Չինաստան · չինացի · չինարեն · չինական	China · Chinese · Chinese (language) · Chinese (adj.)	չինական պատ	Chinese wall	39	noun,countries,languages	
v0933	Վրաստան · վրացի · վրացերեն · վրացական	Georgia · Georgian · Georgian (language) · Georgian (adj.)	վրացական խինկալի	Georgian khinkali	39	noun,countries,languages	
v0934	Ռուսաստան · ռուս · ռուսերեն · ռուսական	Russia · Russian · Russian (language) · Russian (adj.)	ռուսական օղի	Russian vodka	39	noun,countries,languages	
v0935	Ամերիկա (ԱՄՆ) · ամերիկացի · անգլերեն · ամերիկյան	America (USA) · American · English · American (adj.)	ամերիկյան դեսպանատուն	American embassy	39	noun,countries,languages	
v0936	Անգլիա · անգլիացի · անգլերեն · անգլիական	England · English (person) · English (language) · English (adj.)	անգլիական թեյ	English tea	39	noun,countries,languages	
v0937	Ֆրանսիա · ֆրանսիացի · ֆրանսերեն · ֆրանսիական	France · French (person) · French (language) · French (adj.)	ֆրանսիական խոհանոց	French cuisine	39	noun,countries,languages	
v0938	Սիրիա · սիրիացի · արաբերեն · սիրիական	Syria · Syrian · Arabic · Syrian (adj.)	սիրիական ուտելիքներ	Syrian food	39	noun,countries,languages	
v0939	Կանադա · կանադացի · անգլերեն, ֆրանսերեն · կանադական	Canada · Canadian · English, French · Canadian (adj.)	կանադական պատմություն	Canadian history	39	noun,countries,languages	
v0940	Ճապոնիա · ճապոնացի · ճապոներեն · ճապոնական	Japan · Japanese · Japanese (language) · Japanese (adj.)	ճապոնական խոհանոց	Japanese cuisine	39	noun,countries,languages	
v0941	Իտալիա · իտալացի · իտալերեն · իտալական	Italy · Italian · Italian (language) · Italian (adj.)	իտալական պաղպաղակ	Italian ice cream	39	noun,countries,languages	
v0942	Իսպանիա · իսպանացի · իսպաներեն · իսպանական	Spain · Spanish (person) · Spanish (language) · Spanish (adj.)			39	noun,countries,languages	
v0943	Շվեդիա · շվեդ / շվեդուհի · շվեդերեն · շվեդական	Sweden · Swede (m. / f.) · Swedish (language) · Swedish (adj.)			39	noun,countries,languages	
v0944	Պորտուգալիա · պորտուգալացի · պորտուգալերեն · պորտուգալական	Portugal · Portuguese (person) · Portuguese (language) · Portuguese (adj.)			39	noun,countries,languages	
v0945	Բրազիլիա · բրազիլացի · պորտուգալերեն · բրազիլական	Brazil · Brazilian · Portuguese (language) · Brazilian (adj.)			39	noun,countries,languages	
v0946	Կորեա · կորեացի · կորեերեն · կորեական	Korea · Korean · Korean (language) · Korean (adj.)			39	noun,countries,languages	
v0947	Ադրբեջան · ադրբեջանցի · ադրբեջաներեն · ադրբեջանական	Azerbaijan · Azerbaijani · Azerbaijani (language) · Azerbaijani (adj.)			39	noun,countries,languages	
v0948	պատկեր	image			40	noun	
v0949	պատկերացնել	to imagine			40	verb	
v0950	սպասել	to wait			40	verb	
v0951	սպասեցնել	to make someone wait			40	verb	
v0952	խոսեցնել	to make someone talk			40	verb	
v0953	խմեցնել	to make someone drink, to give to drink			40	verb	
v0954	մշակույթ	culture			40	noun,abstract	
v0955	մշակել	to cultivate			40	verb	
v0956	երևի	probably			40	adverb	
v0957	մարդիկ	people			40	noun,people	gen. մարդկանց
v0958	կանայք	women			40	noun,people	gen. կանանց
v0959	անկյուն	angle, corner			40	noun	gen. անկյան
v0960	արյուն	blood			40	noun,body	gen. արյան
v0961	կատու	cat			40	noun,nature	gen. կատվի
v0962	մահ	death			40	noun,abstract	gen. մահվան
v0963	ուժ	power			40	noun,abstract,from-exercise	
v0964	իրավունք	right (entitlement)			40	noun,abstract,from-exercise	
v0965	շրջանառություն	circulation			40	noun,from-exercise	
v0966	իմաստ	meaning			40	noun,abstract,from-exercise	
v0967	վախ	fear			40	noun,feelings,from-exercise	
v0968	կառուցվածք	structure			40	noun,abstract,from-exercise	
v0969	և այլն	etc., and so on			41	phrase	
v0970	հարմար	convenient, comfortable			41	adjective	
v0971	վրա	on	Պայուսակը սեղանի վրա է։	The bag is on the table	41	postposition	
v0972	տակ	under	Մահճակալի տակ ոչինչ չկա։	There is nothing under the bed	41	postposition	
v0973	մոտ	near, at	Տան մոտ շատ մարդիկ կան։	There are many people near the house	41	postposition	
v0974	մեջ	in, among	Մատիտը գրքի մեջ է։	The pencil is in the book	41	postposition	
v0975	շուրջը	around	Մենք հավաքվել ենք տոնածառի շուրջը։	We have gathered around the Christmas tree	41	postposition	
v0976	միջև	between	Մեր միջև էլ սեր չկա։	There is no more love between us	41	postposition	
v0977	վերև / վերևում	above, up, upstairs	Վերևում ոչ ոք չի ապրում։	Nobody lives upstairs	41	postposition	
v0978	ներքև / ներքևում	below, down, downstairs	Ներքևում աղմուկ է։	There is noise downstairs	41	postposition	
v0979	կողքին	next to, beside	Այշեն միշտ նստում է իմ կողքին։	Ayshe always sits next to me	41	postposition	
v0980	դիմաց	across, across from, in front of	Դպրոցի դիմաց մեծ այգի կա։	Across from the school there is a big orchard	41	postposition	
v0981	միջով	through	Նա քայլեց այգու միջով, որ տուն հասնի։	She walked through the park to get home	41	postposition	
v0982	դիվանագիտական հարաբերություն	diplomatic relationship			41	noun,abstract,from-exercise	
